X,Y,Label
14332,27490,31
14164,28164,31
15543,28234,31
15326,28709,31
14251,27510,31
14125,26809,31
13845,27858,31
13872,27391,31
14424,26685,31
14972,27703,31
14635,27423,31
13759,26961,31
15549,26856,31
16383,26877,31
17003,28778,31
17446,29338,31
18138,29171,31
16263,28494,31
18092,30075,31
20026,28899,31
19776,30113,31
18518,29600,31
18080,29585,25
18071,30614,25
16790,28954,25
17227,28871,25
18430,28770,25
16671,29623,25
16154,27919,25
15110,29977,25
15932,28692,25
15380,26549,25
16190,30052,25
15658,28064,25
15932,27519,25
16937,29006,25
18801,30447,25
16718,28198,25
16220,28466,25
16377,30464,25
17507,28429,25
16485,29336,25
16770,30619,25
16823,29511,25
17139,31458,25
17922,29671,25
17237,31278,25
15978,28574,25
16368,29108,25
17648,30337,25
16248,28916,25
16429,29279,25
16518,30115,25
18175,30226,25
17085,31081,25
17767,31976,25
16897,31210,25
17306,30038,25
18578,32295,25
18299,30681,25
17976,32220,25
16957,30387,25
17540,31087,25
17828,29270,25
18306,31519,25
18829,31158,25
18379,32742,25
18977,32956,25
18683,31913,25
18060,32692,25
18747,30879,25
19284,33375,25
19163,31830,25
19904,32479,25
19355,32366,25
19218,33482,25
19669,30710,25
19776,33559,25
18787,30660,25
18554,31039,25
18824,31499,25
18187,29767,25
19239,31450,25
18166,32216,25
18794,31898,25
17989,31818,25
17918,31632,25
18300,30709,25
17874,31304,25
17750,31387,25
17595,30991,25
17258,31998,25
17227,31115,25
17182,29166,25
17058,29434,25
16698,30564,25
16986,29601,25
16072,28784,25
16608,29389,25
16754,29489,25
16860,30050,25
16066,29865,25
16413,29180,25
16549,29395,25
16272,30257,25
16907,29139,25
16408,29821,25
16923,29280,25
16277,30088,25
16755,29975,25
16990,30422,25
17509,31771,25
17350,29606,25
17405,30814,25
17348,29040,25
17092,28893,25
17197,29972,25
17824,30299,25
16933,29643,25
17159,31382,25
16635,31397,25
17317,30720,25
17293,31434,25
17139,29560,25
18170,31117,25
18508,30473,25
19739,31716,25
18995,31015,25
17960,29162,25
17606,30521,25
17651,30571,25
18222,30078,25
18604,31782,25
19073,30771,25
17792,29973,25
18526,31456,25
17924,30967,25
18959,30603,25
19141,31970,25
19585,33275,25
20328,31058,25
22527,31406,25
24834,33466,25
25409,34619,25
26347,35308,25
25181,33057,25
25442,33809,25
27180,33695,25
29197,35336,25
31200,36882,25
33933,37179,25
33520,38305,25
33497,38104,25
33699,39272,25
31867,37747,24
30507,37008,24
29227,36595,24
28895,35090,24
29924,36612,24
28454,36230,24
26934,34682,24
25604,33124,24
25706,34553,24
26899,34200,24
25858,33265,24
25860,34757,24
25677,35698,24
25694,34655,24
25582,33902,24
25910,33475,24
25185,33877,24
25795,33267,24
25432,32820,24
26080,34057,24
26348,34346,24
26483,36287,24
24622,31950,24
23371,32964,24
24705,33399,24
24609,34045,24
24266,34756,24
23240,31605,24
23716,34040,24
23781,33680,24
24289,32015,24
23864,32734,24
24927,34125,24
23515,33208,24
23435,32554,24
24513,32510,24
25071,34459,24
25826,34825,24
27962,35054,24
27072,34657,24
24991,33563,24
25024,33892,24
25566,34313,24
25546,33023,24
25643,32843,24
25602,31550,24
25051,33596,24
27282,34071,24
26204,34368,24
28448,33014,24
30180,35181,24
30886,34584,24
30432,34094,24
29089,36678,24
27903,35761,24
26907,33075,37
26810,34236,37
27251,34927,37
28453,32995,37
28812,34359,37
26278,33052,37
22670,31878,37
20968,31414,37
19907,29674,37
19279,30328,37
19240,28636,37
19682,30407,37
20041,29255,37
18848,29419,37
17248,29316,37
17811,29414,37
18362,29222,37
18007,28018,37
18039,30124,37
18785,29380,37
18652,31395,37
18784,31577,37
19758,29457,37
21102,31602,37
21805,30970,37
19875,29516,37
19539,28055,37
20240,30915,37
19990,29261,37
20577,30333,37
20844,30706,37
21248,30574,37
22457,30794,37
23424,30337,37
24811,31951,37
26393,33899,37
31963,34163,37
37115,35573,22
31919,33809,22
29950,33618,22
29481,34630,22
29226,34902,22
30322,34621,22
29930,37545,22
28994,33329,22
27467,34433,22
27892,34231,22
27272,33137,22
26868,33913,22
27704,33721,22
27728,34401,22
27751,33114,22
27401,33257,22
27971,33415,22
27621,32331,22
28205,32275,22
29194,34025,22
29973,34837,22
29046,33498,22
28273,34834,22
29023,36486,22
30016,35193,22
30979,36563,22
32452,37003,22
32661,36503,22
33290,37799,22
32641,36967,22
33452,36808,22
32015,36466,22
31787,34896,22
30478,33964,22
31077,34602,22
31129,33216,22
29718,34579,22
31040,32436,22
29394,32906,22
28555,32017,22
29593,32086,22
30052,32586,22
31421,33094,22
32342,33477,22
30722,33635,22
30591,30551,22
27067,30023,22
23231,28969,15
20218,28405,15
19536,27278,15
17472,26804,15
16588,26652,15
16116,26423,15
15924,25033,15
15507,26475,15
14791,26356,15
16023,26588,15
14439,27764,15
14661,24563,15
14224,25538,15
14702,24710,15
14268,26066,15
13472,25114,15
13959,26100,15
14103,26343,15
13970,25771,15
13803,24709,15
12939,25249,15
13128,25666,15
13268,25006,15
13472,25722,15
13174,25445,15
13182,25925,15
13499,24581,15
13261,25561,15
12209,25057,15
12966,24811,15
12534,25675,15
12354,24345,15
12721,24387,15
13131,25439,15
13298,24442,15
13396,25282,15
12416,23957,15
13425,24152,15
12948,25750,15
12926,25369,15
13791,24893,15
13609,24337,15
13605,25246,15
13987,24285,15
15054,23767,15
17062,25035,15
17751,25575,15
18259,26483,15
16810,26079,15
15322,25784,14
14746,25856,14
15312,26014,14
14790,25774,14
14542,24492,14
14690,25856,14
13984,25140,14
13645,25447,14
14620,25017,14
14582,24458,14
15574,25202,14
15157,25304,14
14799,23564,14
14907,25117,29
14072,25851,29
13690,24555,29
12593,23896,29
12726,24774,29
12222,23381,29
12293,22950,29
11932,23828,29
12381,24324,29
11564,22707,29
12400,22811,29
12599,24481,29
13157,24358,29
13749,22952,29
14255,23446,19
13195,25206,19
13498,23427,19
13227,22373,19
13071,22466,19
12666,22769,19
12376,22049,19
12460,23070,19
12104,23227,19
11952,23655,19
11920,24951,19
12267,22761,19
12659,24089,19
12677,24038,19
12669,22670,19
12459,24422,19
12338,23557,19
12460,24505,19
12237,22755,19
12787,24269,19
11988,22893,19
11864,24259,19
11705,22599,19
11251,23284,19
12034,22663,19
11693,23387,19
12265,22768,19
12033,22910,19
12086,23156,19
12206,23704,19
12311,23402,19
12481,23134,19
12537,23473,19
12798,24518,19
12522,22786,19
12844,22877,19
13399,22839,19
11969,23523,19
13182,22387,19
12088,23315,19
12079,22757,19
12364,22900,19
12369,22632,19
12400,23076,19
12487,22858,19
12038,21641,19
11183,21184,19
11225,23504,19
10835,22584,19
10418,20653,19
10790,22299,19
11966,21836,19
13695,22184,93
14710,22726,93
13690,23401,93
12968,20336,93
12690,23136,93
12504,21400,93
11584,21833,93
10326,22217,93
10711,21642,93
10438,20804,93
10103,20642,93
10199,21779,93
10152,20551,93
9574,21213,93
10010,20582,93
9566,20853,93
9682,19768,93
9731,20742,93
9976,19813,93
9468,20473,93
9338,19711,93
9044,22004,93
9080,20969,93
9553,20401,93
8697,20669,93
9158,20324,93
9677,20178,93
9479,20757,93
8793,20253,93
9669,20029,93
8806,20638,93
8435,19757,93
8552,19891,93
8437,19125,93
8503,19991,93
8436,18763,93
8624,20257,93
8599,19230,93
9201,20853,93
8916,18620,93
8987,19908,93
8975,20429,93
9036,20529,93
8897,19565,93
9501,20216,93
9594,19786,93
9764,19761,93
10015,19309,93
13849,27007,31
13120,25137,31
12417,25804,31
13238,25474,31
12917,26110,31
13283,25000,31
12741,26599,31
12803,27050,31
13338,25519,31
13813,26077,31
13210,26120,31
12003,25586,31
12276,25899,31
12992,26592,31
12951,25451,31
12802,25626,31
12546,26511,31
13173,26354,31
13021,27006,31
12962,25478,31
12382,26489,31
13014,26190,31
13289,25983,31
13579,26753,31
13200,26575,31
12626,26609,31
12964,26691,31
13267,25804,31
13278,25653,31
13755,27228,31
14620,26379,31
14389,25410,31
14056,27678,31
14104,28773,31
13716,28050,31
13507,27176,31
13009,25693,31
13339,26741,31
13591,25779,31
13155,26913,31
13774,27020,31
13037,26993,31
13562,26075,31
14214,27936,31
15198,26257,31
16620,28916,31
16071,28769,31
14798,28354,31
13710,27722,31
14146,27875,31
14581,27064,31
14098,29043,31
14262,27387,31
14518,27819,31
15146,27342,31
16429,28950,31
17056,27744,31
17362,30198,31
17908,29340,31
18658,29811,31
18365,29063,31
19571,30984,31
20824,30345,31
21115,30118,31
19128,28974,31
17877,30044,25
19202,32496,25
20307,31175,25
18344,31993,25
18161,32283,25
17087,29022,25
15908,29338,25
15322,27898,25
16425,29913,25
15741,27480,25
16098,29199,25
16545,27289,25
15654,28461,25
16135,28187,25
18737,29192,25
18292,30590,25
17135,30583,25
16806,29517,25
15062,28252,25
15619,28154,25
16767,30277,25
16098,29510,25
16212,28909,25
16976,29174,25
15774,29593,25
17304,30861,25
18078,31547,25
17285,30237,25
16285,30807,25
16794,28165,25
16587,29243,25
18620,31910,25
18253,32361,25
17393,31624,25
17086,30285,25
17040,30788,25
18349,30965,25
18767,31295,25
18777,31568,25
17734,31049,25
18939,31106,25
18461,30733,25
18372,31864,25
18909,32818,25
18294,31983,25
18322,30723,25
17297,32751,25
18165,31400,25
17247,30885,25
19146,32136,25
18424,33314,25
19109,31654,25
18787,33834,25
19024,33089,25
19530,30704,25
20127,30931,25
18815,32299,25
18972,30853,25
18065,31533,25
18192,33026,25
18056,30960,25
18658,33016,25
18285,32017,25
18357,31961,25
18247,30353,25
18671,32276,25
18366,32858,25
17603,31031,25
17873,31113,25
16982,29083,25
17324,30626,25
16690,29759,25
17324,29382,25
16835,29299,25
16468,30022,25
16009,28487,25
17066,30914,25
16461,30341,25
16558,29766,25
16271,29309,25
16427,30174,25
17330,31513,25
16353,30005,25
16578,30361,25
16532,29907,25
16628,29189,25
16300,30249,25
17191,30501,25
17498,29439,25
17057,30850,25
17731,29629,25
17049,30325,25
17274,30001,25
17482,29306,25
17031,29245,25
17674,30541,25
17863,31841,25
18488,30369,25
18592,29841,25
17728,30379,25
17798,29365,25
17080,30187,25
19543,29419,25
20333,32567,25
20191,30988,25
18660,30703,25
17503,28534,25
16896,29604,25
17759,30192,25
17558,28706,25
18423,30602,25
18016,30431,25
18389,30048,25
18126,29654,25
17998,30379,25
17948,29395,25
18095,29088,25
18625,30364,25
19492,29283,25
20990,30420,25
22731,32480,25
24934,31638,25
25279,34484,25
24669,33538,25
25402,34456,25
27118,34722,25
30446,36363,25
31474,37480,25
31871,38437,25
32670,37380,25
33446,38755,25
32472,38348,24
31118,37174,24
30538,37335,24
30798,36370,24
29552,36084,24
28235,36084,24
26856,33743,24
25240,34534,24
27338,35659,24
26929,36028,24
26308,34836,24
25483,34488,24
25127,32865,24
24524,34144,24
23591,34106,24
24609,33242,24
23960,34010,24
24706,32981,24
26653,33028,24
28664,36251,24
27265,34339,24
27209,35471,24
27278,34633,24
26221,32662,24
26469,32496,24
26987,34418,24
28043,35294,24
27220,36119,24
26647,34565,24
26949,35870,24
27532,33443,24
27240,34115,24
27169,36362,24
26188,33651,24
24587,33489,24
24829,32984,24
24829,34330,24
25763,33403,24
29321,35662,24
29268,36475,24
26161,36394,24
24969,33929,24
24618,33378,24
24673,34727,24
24763,34038,24
25161,33121,24
26713,36511,24
29008,37119,24
29595,34836,24
28384,35363,24
29693,35931,24
30103,35708,24
27893,34220,24
26218,34970,37
26561,34976,37
26913,33744,37
26694,32126,37
26941,33886,37
25120,33709,37
25133,31986,37
26013,33826,37
25636,33857,37
22795,32553,37
19661,30971,37
19123,28313,37
18533,28253,37
18803,30275,37
19218,29495,37
18429,28776,37
17970,29925,37
18079,28493,37
17564,30616,37
18064,29532,37
17809,29432,37
19564,30355,37
19526,30221,37
18423,29488,37
18569,30300,37
18341,29340,37
19825,28486,37
20508,29757,37
19958,29704,37
19369,29280,37
19821,28668,37
19275,29339,37
20133,30605,37
20958,30160,37
21475,30240,37
21927,31104,37
22556,30834,37
23169,30749,37
25308,32534,37
33108,35410,37
38152,36392,22
34079,35873,22
32079,33821,22
32513,34043,22
33679,36041,22
34559,36784,22
32192,34167,22
30550,34701,22
29687,33474,22
28356,34229,22
27686,33676,22
27909,33870,22
26996,33473,22
28528,33711,22
28193,34241,22
27746,34204,22
27629,33015,22
27315,33217,22
28355,33398,22
28391,33717,22
29082,33550,22
29393,34836,22
30020,35433,22
29354,35867,22
29918,35615,22
30548,36031,22
31477,35800,22
31961,36497,22
32492,36708,22
32412,35532,22
32577,35538,22
31269,36434,22
31065,36533,22
30019,34108,22
30585,34824,22
31159,33195,22
28889,34231,22
29699,33433,22
28408,34132,22
29047,31380,22
29204,33266,22
30299,32326,22
31520,32343,22
31407,32946,22
32034,33180,22
29233,30873,22
26678,29707,22
24017,29618,15
20414,27951,15
18962,28090,15
18073,26783,15
17764,27500,15
16769,27199,15
16156,25742,15
15628,26345,15
15615,26402,15
15121,26062,15
15015,25782,15
14271,25631,15
14471,26473,15
14474,25915,15
13795,25023,15
13774,26107,15
14170,26746,15
13910,26491,15
14006,25312,15
12884,25650,15
12964,26838,15
13424,24589,15
13290,26430,15
12538,24890,15
13377,24325,15
12457,25477,15
13063,24343,15
12662,26845,15
12336,24609,15
12545,24761,15
12275,24321,15
12328,23732,15
13018,24555,15
13037,24413,15
13187,25823,15
12980,24409,15
12789,24556,15
13520,24306,15
13765,25025,15
13792,24808,15
14249,25931,15
14423,25552,15
13867,26041,15
14411,25393,15
14639,25560,15
16599,26228,15
18156,25416,15
18238,26935,15
16568,26521,14
15358,26024,14
15132,25268,14
15207,26610,14
14532,25092,14
14849,25413,14
15298,24530,14
14927,25148,14
13874,23875,14
14223,24974,14
14133,24805,14
15094,24633,14
15492,23652,29
15068,25324,29
13404,23809,29
12919,23545,29
12422,23345,29
12231,24314,29
11869,22200,29
11657,25233,29
11914,23997,29
11316,23531,29
11454,23997,29
12087,23120,29
12655,23635,29
12370,24211,29
13819,23588,29
14524,23885,29
14092,25084,19
13474,23516,19
13242,23786,19
13408,22772,19
13227,23581,19
13089,24150,19
13042,23550,19
12068,22673,19
12687,23264,19
12578,22689,19
12507,23901,19
12778,22951,19
12891,24265,19
12758,23460,19
13196,22447,19
12764,22939,19
12446,22852,19
13248,24629,19
12522,22952,19
12417,23778,19
12689,23520,19
12422,23078,19
12091,22651,19
12688,22896,19
12667,23935,19
12601,23228,19
11724,23905,19
11710,22508,19
11747,24102,19
12358,23564,19
12039,22714,19
12397,22979,19
12030,21312,19
12528,22955,19
12704,23068,19
13188,24149,19
13259,23040,19
12450,23614,19
12209,23276,19
12093,23310,19
12459,24331,19
11854,22518,19
13080,22597,19
12193,23958,19
13171,21765,19
12212,22904,19
12216,23009,19
10943,22307,19
10973,23077,19
10948,22539,19
11887,22534,19
12827,22189,19
14028,23570,93
14235,23001,93
13097,22416,93
12462,22045,93
12432,23055,93
11911,22441,93
10806,20503,93
10607,22054,93
10472,22109,93
10399,21874,93
9328,20577,93
8746,21822,93
9588,21715,93
9927,21517,93
9000,21607,93
9357,20717,93
9632,20451,93
9877,20670,93
9056,21713,93
9269,20174,93
9225,20281,93
8803,20544,93
9433,20417,93
8885,21099,93
8999,21137,93
9107,19971,93
9142,20062,93
9119,21049,93
9013,21402,93
9090,20021,93
9010,20324,93
8900,20441,93
8762,19107,93
8947,20023,93
8658,19185,93
8406,19908,93
8323,20037,93
8020,19850,93
8634,19034,93
8816,19373,93
8740,19504,93
9028,20317,93
8893,21611,93
9370,19113,93
8945,19615,93
9681,21330,93
9813,21401,93
9755,20386,93
12644,25501,31
13227,25217,31
12518,28034,31
13101,25854,31
12432,25790,31
12977,26689,31
12938,25801,31
12916,25369,31
12475,25565,31
12685,27119,31
13271,26157,31
12350,26753,31
12545,26409,31
12738,26591,31
12863,26330,31
12876,25679,31
13226,25989,31
13415,27169,31
12828,25506,31
12758,26567,31
12807,26738,31
12946,26677,31
12958,26225,31
13631,26893,31
13296,25358,31
12932,26831,31
13214,26139,31
13534,27631,31
13286,26187,31
13541,26323,31
14071,27332,31
13662,26118,31
13606,28296,31
14076,26056,31
14285,26542,31
13380,27250,31
13724,27039,31
13152,25806,31
13541,27430,31
13525,26651,31
13445,26849,31
13253,26134,31
13613,27139,31
13767,26459,31
14309,26378,31
15089,29259,31
15887,28519,31
14931,27210,31
13724,26362,31
14023,27897,31
14167,26552,31
14478,28224,31
14048,27355,31
14609,28469,31
15214,28115,31
16490,28376,31
17674,29884,31
17887,30166,31
18581,29027,31
20248,32316,31
20160,31420,31
20532,30180,31
21460,29939,31
20785,31004,31
21129,30052,31
19051,30462,25
19157,30180,25
21449,34044,25
19465,32452,25
16567,29540,25
16524,29257,25
15505,28006,25
15941,29046,25
16027,29182,25
15586,28126,25
15591,28065,25
15049,27539,25
15599,28107,25
15870,28101,25
16492,28257,25
16434,30111,25
15467,29104,25
15098,28998,25
15560,28807,25
15533,29147,25
15520,29380,25
15656,27280,25
16002,27949,25
17269,29284,25
16593,30300,25
16643,29270,25
15727,29424,25
16668,29277,25
15973,29426,25
16075,31042,25
17522,28495,25
17494,29944,25
18019,32255,25
17247,30985,25
17296,29405,25
17836,28968,25
17868,29474,25
18172,31024,25
18672,32129,25
18263,32847,25
18631,30752,25
17851,31343,25
18715,31330,25
17861,30339,25
17074,31174,25
17652,30968,25
17644,32928,25
17668,29755,25
18303,32500,25
18056,31513,25
19311,31356,25
19485,32626,25
19807,33122,25
20350,33110,25
20217,32397,25
19944,32146,25
19091,31453,25
19062,31819,25
19002,30243,25
18365,31649,25
18777,31901,25
18078,31313,25
19042,30456,25
18810,31906,25
18781,32025,25
18611,32671,25
18076,30697,25
18430,31374,25
18972,31387,25
17615,31245,25
18022,29600,25
16921,30181,25
17270,30439,25
16359,29934,25
17126,30415,25
16648,29846,25
17361,31175,25
17482,29788,25
16816,30071,25
17046,30062,25
17323,30241,25
17659,30508,25
17318,29818,25
16761,31022,25
16446,30605,25
16918,29807,25
17218,30120,25
17196,30803,25
17623,30131,25
18082,30819,25
18050,31756,25
18094,31816,25
16745,30362,25
17800,30502,25
17024,29538,25
18628,30358,25
19170,31402,25
18311,30173,25
19155,31157,25
17853,29911,25
17573,29513,25
17054,29329,25
17964,29297,25
17874,30599,25
18241,29112,25
18095,29859,25
18264,29761,25
17725,31381,25
17950,30722,25
17635,29022,25
18380,29828,25
18177,29903,25
18243,29763,25
17796,29067,25
18734,30073,25
18275,30506,25
18163,29650,25
18688,31256,25
19147,31348,25
20650,30367,25
22838,32515,25
25458,33625,25
26487,34252,25
25688,32980,25
27044,35762,25
29954,36586,25
32098,37069,25
30710,36566,25
30963,35910,25
32997,35645,25
34496,40085,25
33202,37375,24
33496,38337,24
33122,37049,24
32293,37969,24
28133,35923,24
26034,34142,24
26181,34153,24
27018,35593,24
27711,35537,24
25937,35594,24
25276,33837,24
24819,33207,24
24604,33729,24
25560,33315,24
24087,32735,24
24447,34195,24
25008,32686,24
26331,34357,24
29103,35556,37
31556,35960,37
29706,35516,37
28907,34879,37
30124,36225,37
29544,35508,37
28103,34844,37
30594,36050,37
30112,36110,37
30405,35435,37
33041,38128,37
33254,39286,24
32332,36267,24
30373,36235,24
28915,34896,24
28833,35398,24
28328,34259,24
27513,35502,24
27113,37036,24
29790,35574,24
33949,40117,24
31769,38330,24
28785,35655,24
29109,35306,24
27688,35549,24
26753,33763,24
27649,34277,24
28363,34856,24
28125,35859,24
30611,36111,24
29173,34122,24
27735,34579,24
29258,36686,37
28275,35176,37
28132,34988,37
26505,32871,37
25944,34446,37
25996,34173,37
26228,33120,37
26351,32286,37
24477,32414,37
22855,32357,37
23605,31883,37
25221,31978,37
23514,32033,37
19809,31251,37
17980,28243,37
19149,31012,37
18357,28991,37
18378,28825,37
18753,30864,37
18559,28922,37
18567,28922,37
18079,30220,37
18624,29197,37
18383,28726,37
18870,30359,37
18962,29069,37
18158,29214,37
18201,29345,37
18124,29111,37
18978,29484,37
19060,29327,37
18870,28789,37
18759,28825,37
20061,28528,37
20244,28556,37
20049,29628,37
21568,29305,37
20698,29001,37
21153,28980,37
22211,30066,37
23905,33444,37
25035,32169,37
31680,32863,37
38151,38544,22
36766,35859,22
34977,35680,22
36664,37035,22
35639,37748,22
34792,37120,22
32182,34838,22
31203,33962,22
29993,35246,22
28604,33682,22
28135,33398,22
28584,33785,22
28288,34971,22
28923,33681,22
28375,33281,22
27500,32093,22
27151,33529,22
27933,33008,22
28058,33827,22
27430,33197,22
28819,32633,22
28202,35121,22
28907,36000,22
28888,34214,22
29596,35639,22
30522,35751,22
30996,35355,22
31280,34216,22
32315,37233,22
31709,36682,22
31436,35842,22
30895,35024,22
29509,35860,22
30048,34463,22
29705,32645,22
29309,33735,22
28530,33084,22
30045,32654,22
29349,32096,22
29499,33205,22
30387,32530,22
31500,33296,22
31923,34097,22
32613,33350,22
31560,32281,22
30334,32011,22
27287,30674,22
25020,29567,22
20853,29237,15
19449,27931,15
18992,27730,15
17880,28345,15
16685,26430,15
15577,26933,15
16229,26410,15
15377,26837,15
15007,25417,15
15257,26599,15
14463,26927,15
13957,26351,15
14765,24943,15
14208,26077,15
13559,25036,15
13656,25380,15
14205,24984,15
14055,25716,15
13425,26157,15
13308,24378,15
12719,25328,15
13433,25742,15
12994,26086,15
13227,25093,15
13001,26045,15
13028,24144,15
12653,25029,15
12612,25559,15
12664,25319,15
13525,24563,15
12555,24444,15
12557,24849,15
12883,26310,15
12707,25338,15
13589,24484,15
13614,25862,15
13683,24991,15
13496,24099,15
14104,23885,15
14377,25580,15
13780,24877,15
14036,25474,15
14685,25476,15
14997,25683,15
16059,25604,15
17657,25585,15
17201,26055,15
15351,26002,14
15295,25360,14
15032,27910,14
14245,25391,14
14029,25882,14
14490,24779,14
14080,25418,14
15063,25517,14
13861,25074,14
13865,25813,14
14396,23308,29
14461,23841,29
13804,24375,29
13031,24067,29
12287,24363,29
11933,24042,29
12197,22819,29
11517,24084,29
11652,22682,29
12010,25066,29
11405,25317,29
11761,23568,29
11725,23302,29
11971,23473,29
12496,23729,29
13503,24021,29
13251,24042,29
14655,23905,29
13988,23125,19
13395,22499,19
13334,23165,19
13808,23507,19
13402,24077,19
13757,23843,19
13476,23050,19
13626,24779,19
12539,22942,19
12344,23661,19
12923,23796,19
14119,24103,19
13428,25548,19
12998,23197,19
12957,23481,19
13636,24198,19
13426,24572,19
13439,22944,19
13348,23661,19
13027,23983,19
12785,22747,19
12506,23640,19
12042,23292,19
11841,24013,19
12692,23932,19
12473,23790,19
12776,22874,19
12098,23202,19
12165,23969,19
11905,24286,19
11839,23233,19
11785,22571,19
12440,22323,19
13141,23869,19
13377,23657,19
13592,24153,19
13639,23850,19
12741,23822,19
12133,23661,19
12515,23333,19
12345,23207,19
11920,23503,19
11723,24163,19
12339,24161,19
12272,22723,19
12649,22590,19
11971,21104,19
12362,22706,19
12092,21851,19
12555,22458,19
12857,23087,19
13256,22232,93
13452,21575,93
13397,22766,93
12864,21013,93
11671,21332,93
12769,22402,93
11649,21810,93
11419,21067,93
10425,21243,93
10156,21256,93
9993,21027,93
9905,21037,93
9976,20518,93
9801,21526,93
9623,20154,93
9181,20444,93
9295,20425,93
9549,21277,93
9031,20977,93
9356,19769,93
8933,20202,93
9126,20053,93
8497,19135,93
8898,20889,93
8973,20373,93
8333,20377,93
8554,20991,93
8893,20492,93
9100,20207,93
9613,20571,93
9037,19429,93
8936,21638,93
8371,20408,93
8465,19154,93
8537,20626,93
8409,20337,93
8519,19539,93
8068,18534,93
8367,19711,93
8695,19095,93
8611,19613,93
8194,18820,93
8701,20383,93
8724,20484,93
9340,19518,93
9410,19911,93
9654,19928,93
10013,20518,93
10093,21018,93
12552,24694,31
13202,25490,31
13231,25410,31
13235,27000,31
12662,25132,31
12423,25325,31
12564,24963,31
12332,26003,31
12638,26690,31
12508,25288,31
12862,26961,31
12701,26272,31
12529,26042,31
12544,25389,31
13295,25646,31
12630,26317,31
12629,27402,31
13245,26779,31
13083,26875,31
12788,26741,31
13318,27479,31
12977,27463,31
13161,27354,31
13690,27002,31
13445,26481,31
12846,26098,31
13469,27522,31
13733,26971,31
14150,26427,31
13911,27311,31
14332,27583,31
13177,26879,31
13703,26710,31
13646,26698,31
13616,27414,31
13879,26780,31
13655,27822,31
13050,26567,31
13236,27575,31
13391,26169,31
13128,26346,31
13084,27067,31
13290,27068,31
13691,25936,31
13432,27767,31
14249,28237,31
14425,27698,31
14442,27516,31
14454,26380,31
13613,25926,31
14061,28209,31
13831,27337,31
15264,26368,31
14694,28264,31
15253,28305,31
16107,29413,31
17884,29401,31
18141,30390,31
19756,30644,31
20131,30069,31
19874,30651,31
20045,30287,31
20263,30701,31
20289,31788,31
19804,28965,31
18258,28870,25
17369,29556,25
17678,30081,25
18379,29346,25
16603,29403,25
16666,28805,25
16429,30068,25
16058,27985,25
15408,29329,25
15748,29298,25
16118,29409,25
16007,29412,25
16054,27921,25
15499,27905,25
15973,28551,25
15474,29033,25
15266,29440,25
15854,29669,25
16764,29375,25
16465,28336,25
16330,28423,25
15992,31166,25
16192,28219,25
16541,28312,25
16635,29264,25
16776,30012,25
16139,28575,25
15669,28952,25
15287,30026,25
16428,30046,25
16411,30052,25
17576,31522,25
17717,31332,25
17502,30973,25
17459,31887,25
17636,31344,25
17787,30331,25
18145,29572,25
17660,32489,25
18198,32474,25
18751,32402,25
17962,30572,25
18757,31934,25
17897,31565,25
17156,29859,25
17298,32319,25
17754,32242,25
19193,32875,25
19543,31743,25
20175,31080,25
19362,32158,25
20446,32429,25
21495,34520,25
21362,33220,25
20324,32750,25
20568,32945,25
19750,31809,25
19448,31472,25
18856,31186,25
19259,31083,25
18713,31949,25
18552,31189,25
18623,32158,25
18567,31357,25
18046,31636,25
18859,30027,25
18091,30799,25
17650,30925,25
17706,31275,25
17352,31000,25
17272,30596,25
17596,32022,25
17182,29961,25
17264,29654,25
17097,30692,25
17249,30574,25
17515,29419,25
17158,30465,25
17165,29649,25
16577,29930,25
17553,29051,25
17384,30402,25
17212,30217,25
17433,29471,25
16877,30369,25
17187,30140,25
17563,29205,25
17209,30057,25
18117,31882,25
17689,29893,25
17904,29488,25
17994,30619,25
17647,29805,25
17475,29709,25
17739,29173,25
19365,30658,25
18628,29602,25
18082,30707,25
19186,31045,25
19438,30861,25
19321,29931,25
19335,30577,25
18434,30394,25
17904,31695,25
17896,30735,25
18301,29972,25
18868,30499,25
18942,30229,25
18959,31006,25
17501,30684,25
18555,29074,25
18031,30212,25
18376,31241,25
18042,30869,25
19083,30568,25
18918,29969,25
19800,30658,25
20211,31707,25
20962,31447,25
21808,31754,25
23374,33303,25
26779,35539,25
28966,37384,25
28516,35652,25
30393,35407,25
33556,38088,25
32554,36806,25
31810,36390,25
30749,35552,37
31335,36778,37
32835,37218,37
32508,38215,37
33184,36151,37
31969,35970,37
29892,36209,37
27620,34743,24
25609,33460,24
25731,33140,24
26103,32611,24
24733,31791,24
24505,33398,24
24689,33920,24
23820,32876,37
23856,34236,37
24015,30674,37
23879,32163,37
24499,33444,37
26191,34708,37
29515,35214,37
30758,36397,37
29084,34556,37
28012,33728,37
27140,34576,37
27624,34823,37
30490,36381,37
31007,37196,37
32581,39754,37
30893,36624,37
30313,37226,37
31534,37249,37
32786,39240,37
32233,36475,37
31579,36762,37
31271,37539,37
32204,36563,37
34096,37978,37
34243,40278,37
32518,37595,37
32942,37764,37
35313,39970,37
32977,37161,37
32476,38065,24
33622,36992,24
32046,36878,24
30551,36109,37
30613,35355,37
30223,36313,37
29270,35204,37
30404,36205,37
28210,34561,37
28131,34738,37
26782,34043,37
27230,34664,37
27505,34453,37
28172,33455,37
27868,33519,37
28356,33260,37
26354,33600,37
24053,32077,37
22363,31056,37
20535,31994,37
