X,Y,Label
7165,18307,0
7664,18018,0
7889,19619,0
7635,18527,0
7149,17378,0
7745,18258,0
7009,17407,0
7293,18148,0
6622,17766,0
7227,18233,0
7147,18053,0
7053,17660,0
6949,16962,0
7466,18887,0
7204,19631,0
6732,17797,0
7353,18376,0
6651,17747,0
7328,16930,0
6909,17902,0
7081,17707,0
7427,17348,0
7456,17926,0
7101,18383,0
7029,17215,0
7083,17656,0
6852,17820,0
7221,17833,0
6775,17252,0
6729,17430,0
7294,16212,0
7327,17558,0
6867,18385,0
7394,16502,0
7043,15835,0
6972,18510,0
7632,18687,0
7740,18015,0
7262,18151,0
7478,17872,0
7889,18439,0
8697,17298,0
9591,17484,0
9742,19134,0
9892,17560,0
9297,19012,0
8283,18171,0
8242,19086,0
7892,18127,0
7661,17882,0
7933,17480,0
7456,17534,0
7506,18633,0
7137,16742,0
7571,18031,0
7097,16802,0
7477,17141,0
6422,18415,0
7059,17769,0
7142,17876,0
7071,17549,0
7183,18271,0
7056,18464,0
7346,17673,0
7208,18560,0
6790,17493,0
7052,18306,0
7287,17756,0
7016,15885,0
7343,17370,0
7236,17691,0
7211,17213,0
6930,16774,0
6889,18425,0
7198,18343,0
7085,17174,0
6978,18433,0
7470,17211,0
7053,16963,0
7248,18052,0
6775,17627,0
6702,18361,0
6752,17066,0
6817,16746,0
6731,17564,0
6988,17120,0
7198,17371,0
6823,17845,0
7199,17683,0
7426,17628,0
7207,16764,0
7282,17940,0
7650,18139,0
7106,17372,0
8108,18708,0
7972,17790,0
8528,18658,0
8006,17452,0
8702,18136,0
8581,17952,0
8433,16005,0
8207,17593,0
8476,18244,0
8578,17174,0
8185,18470,0
7707,18341,0
7516,17177,0
7565,16734,0
7262,17505,0
7157,16833,0
6886,16499,0
6721,18387,0
7225,16865,0
6772,17015,0
6741,17803,0
7008,17428,0
6823,17140,0
7031,17097,0
6775,17230,0
6691,16416,0
6507,16610,0
6480,16122,0
6614,16969,0
6432,17185,0
7172,17048,0
6054,15459,0
7115,17063,0
6450,17093,0
6827,16839,0
7325,16640,0
6544,17212,0
6460,15616,0
6806,16565,0
6430,16262,0
6261,15512,0
6607,15576,0
6569,16464,0
6064,16929,0
6458,16307,0
6467,15866,0
6610,16406,0
6709,16452,0
6725,15775,0
6746,15880,0
6732,17901,0
6398,16403,0
7057,16186,0
7193,16794,0
6914,16474,0
